"","Airport.Name","Flight.Status","Count"
"1311","Sheridan County Airport","Delayed",6
"1312","Sherman Army Air Field","Delayed",6
"1313","Shillong Airport","Delayed",6
"1314","Shuswap Regional Airport","Delayed",6
"1315","Sidi Barrani Airport","Delayed",6
"1316","Siena-Ampugnano Airport","Delayed",6
"1317","Sila Airport","Delayed",6
"1318","Silver Creek Airport","Delayed",6
"1319","Simbai Airport","Delayed",6
"1320","Sioux Lookout Airport","Delayed",6
"1321","Sipitang Airport","Delayed",6
"1322","Sir Abubakar Tafawa Balewa International Airport","Delayed",6
"1323","Sitka Rocky Gutierrez Airport","Delayed",6
"1324","Siuna","Delayed",6
"1325","Siwo Airport","Delayed",6
"1326","Skypark Airport","Delayed",6
"1327","Sleetmute Airport","Delayed",6
"1328","Smith Field","Delayed",6
"1329","Socotra International Airport","Delayed",6
"1330","Soesterberg Air Base","Delayed",6
"1331","Soldotna Airport","Delayed",6
"1332","Souanke Airport","Delayed",6
"1333","Southern Wisconsin Regional Airport","Delayed",6
"1334","Sovetskiy Airport","Delayed",6
"1335","Spirit Lake Municipal Airport","Delayed",6
"1336","Squamish Airport","Delayed",6
"1337","St George Airport","Delayed",6
"1338","St Paul Downtown Holman Field","Delayed",6
"1339","St. Helena Airport","Delayed",6
"1340","St. Mary's County Regional Airport","Delayed",6
"1341","Statesboro Bulloch County Airport","Delayed",6
"1342","Stavropol Shpakovskoye Airport","Delayed",6
"1343","Stephens County Airport","Delayed",6
"1344","Strathmore Airport","Delayed",6
"1345","Stuart Island Airstrip","Delayed",6
"1346","Suffield Heliport","Delayed",6
"1347","Sule Airport","Delayed",6
"1348","Sultan Syarif Kasim Ii (Simpang Tiga) Airport","Delayed",6
"1349","Supadio Airport","Delayed",6
"1350","Surgut Airport","Delayed",6
"1351","Svolvær Helle Airport","Delayed",6
"1352","São Borja Airport","Delayed",6
"1353","São Filipe Airport","Delayed",6
"1354","São Gabriel Airport","Delayed",6
"1355","São Jorge Airport","Delayed",6
"1356","São Sepé Airport","Delayed",6
"1357","Tadji Airport","Delayed",6
"1358","Taftan Airport","Delayed",6
"1359","Takaroa Airport","Delayed",6
"1360","Tambillos Airport","Delayed",6
"1361","Tatakoto Airport","Delayed",6
"1362","Tauranga Airport","Delayed",6
"1363","Taylor Airport","Delayed",6
"1364","Telfer Airport","Delayed",6
"1365","Telupid Airport","Delayed",6
"1366","Teniente Benjamin Matienzo Airport","Delayed",6
"1367","Teniente FAP Jaime A De Montreuil Morales Airport","Delayed",6
"1368","Tep Tep Airport","Delayed",6
"1369","Terapo Airport","Delayed",6
"1370","Terrance B. Lettsome International Airport","Delayed",6
"1371","Thames Aerodrome","Delayed",6
"1372","Thomasville Regional Airport","Delayed",6
"1373","Tianshui Maijishan Airport","Delayed",6
"1374","Tikapur Airport","Delayed",6
"1375","Tillamook Airport","Delayed",6
"1376","Tirupati Airport","Delayed",6
"1377","Tjilik Riwut Airport","Delayed",6
"1378","Tokat Airport","Delayed",6
"1379","Tommy Kochon Airport","Delayed",6
"1380","Tongliao Airport","Delayed",6
"1381","Toyama Airport","Delayed",6
"1382","Tripoli International Airport","Delayed",6
"1383","Tromsø Airport","Delayed",6
"1384","Troy Municipal Airport at N Kenneth Campbell Field","Delayed",6
"1385","Três Passos Airport","Delayed",6
"1386","Tucumcari Municipal Airport","Delayed",6
"1387","Tunggul Wulung Airport","Delayed",6
"1388","Tunica Municipal Airport","Delayed",6
"1389","Tuntutuliak Airport","Delayed",6
"1390","Turbat International Airport","Delayed",6
"1391","Tydeo Larre Borges Airport","Delayed",6
"1392","Ulan-Ude Airport (Mukhino)","Delayed",6
"1393","Ulithi Airport","Delayed",6
"1394","Umba Airport","Delayed",6
"1395","Union Island International Airport","Delayed",6
"1396","Urubupunga Airport","Delayed",6
"1397","Urzhar Airport","Delayed",6
"1398","Useless Loop Airport","Delayed",6
"1399","Usino Airport","Delayed",6
"1400","Ust-Nera Airport","Delayed",6
"1401","Uttaradit Airport","Delayed",6
"1402","Vahitahi Airport","Delayed",6
"1403","Valladolid Airport","Delayed",6
"1404","Vandalia Municipal Airport","Delayed",6
"1405","Vandenberg Air Force Base","Delayed",6
"1406","Vangaindrano Airport","Delayed",6
"1407","Vanimo Airport","Delayed",6
"1408","Vava'u International Airport","Delayed",6
"1409","Venango Regional Airport","Delayed",6
"1410","Verona Villafranca Airport","Delayed",6
"1411","Villa Constitución Airport","Delayed",6
"1412","Viña del mar Airport","Delayed",6
"1413","Vorkuta Airport","Delayed",6
"1414","Wadi Ain Airport","Delayed",6
"1415","Wagethe Airport","Delayed",6
"1416","Wairoa Airport","Delayed",6
"1417","Waldronaire Airport","Delayed",6
"1418","Wapekeka Airport","Delayed",6
"1419","Warraber Island Airport","Delayed",6
"1420","Warsaw Chopin Airport","Delayed",6
"1421","Waterloo Regional Airport","Delayed",6
"1422","Waterville Robert Lafleur Airport","Delayed",6
"1423","Wau Airport","Delayed",6
"1424","Weihai Airport","Delayed",6
"1425","Wharton Regional Airport","Delayed",6
"1426","Wheeler Army Airfield","Delayed",6
"1427","White River Seaplane Base","Delayed",6
"1428","Whitesburg Municipal Airport","Delayed",6
"1429","Wiesbaden Army Airfield","Delayed",6
"1430","Williamson County Regional Airport","Delayed",6
"1431","Willmar Municipal -John L Rice Field","Delayed",6
"1432","Winston Field","Delayed",6
"1433","Witu Airport","Delayed",6
"1434","Wonderboom Airport","Delayed",6
"1435","Wonken Airport","Delayed",6
"1436","Wudalianchi Dedu Airport","Delayed",6
"1437","Wuvulu Island Airport","Delayed",6
"1438","Xavantina Airport","Delayed",6
"1439","Xiangyang Liuji Airport","Delayed",6
"1440","Xichang Qingshan Airport","Delayed",6
"1441","Xienglom Airport","Delayed",6
"1442","Yalata Mission Airport","Delayed",6
"1443","Yam Island Airport","Delayed",6
"1444","Yeager Airport","Delayed",6
"1445","Yecheon Airbase","Delayed",6
"1446","Yichun Mingyueshan Airport","Delayed",6
"1447","Yingkou Lanqi Airport","Delayed",6
"1448","Zachar Bay Seaplane Base","Delayed",6
"1449","Zafer Airport","Delayed",6
"1450","Zamora Airport","Delayed",6
"1451","Zaqatala International Airport","Delayed",6
"1452","Zhaotong Airport","Delayed",6
"1453","Çıldır Airport","Delayed",6
"1454","Óbidos Airport","Delayed",6
"1455","Þingeyri Airport","Delayed",6
"1456","İncirlik Air Base","Delayed",6
"1457","28 de Noviembre Airport","Delayed",5
"1458","Aba Tenna Dejazmach Yilma International Airport","Delayed",5
"1459","Abaiang Airport","Delayed",5
"1460","Abresso Airport","Delayed",5
"1461","Ada Regional Airport","Delayed",5
"1462","Aerotortuguero Airport","Delayed",5
"1463","Agostinho Neto Airport","Delayed",5
"1464","Aguni Airport","Delayed",5
"1465","Ahuas Airport","Delayed",5
"1466","Ain Arnat Airport","Delayed",5
"1467","Aiome Airport","Delayed",5
"1468","Akanu Ibiam International Airport","Delayed",5
"1469","Akiachak Airport","Delayed",5
"1470","Akita Airport","Delayed",5
"1471","Aktau Airport","Delayed",5
"1472","Al Dhafra Air Base","Delayed",5
"1473","Al Taqaddum Air Base","Delayed",5
"1474","Al Thaurah Airport","Delayed",5
"1475","Alamogordo White Sands Regional Airport","Delayed",5
"1476","Albert Lea Municipal Airport","Delayed",5
"1477","Alberto Alcolumbre Airport","Delayed",5
"1478","Alegrete Novo Airport","Delayed",5
"1479","Alferez Armando Rodriguez Airport","Delayed",5
"1480","Alfonso López Pumarejo Airport","Delayed",5
"1481","Algeciras Heliport","Delayed",5
"1482","Alghero-Fertilia Airport","Delayed",5
"1483","Alliance Municipal Airport","Delayed",5
"1484","Am Timan Airport","Delayed",5
"1485","Amasya Merzifon Airport","Delayed",5
"1486","Ambalabe Airport","Delayed",5
"1487","Amderma Airport","Delayed",5
"1488","Ammaroo Airport","Delayed",5
"1489","Amsterdam Airport Schiphol","Delayed",5
"1490","Anaco Airport","Delayed",5
"1491","Andapa Airport","Delayed",5
"1492","Andizhan Airport","Delayed",5
"1493","Andros Town Airport","Delayed",5
"1494","Angel Albino Corzo International Airport","Delayed",5
"1495","Ann Arbor Municipal Airport","Delayed",5
"1496","Annecy-Haute-Savoie-Mont Blanc Airport","Delayed",5
"1497","Annobón Airport","Delayed",5
"1498","Antonio B. Won Pat International Airport","Delayed",5
"1499","Antonio Narino Airport","Delayed",5
"1500","Anuha Island Resort Airport","Delayed",5
"1501","Anvik Airport","Delayed",5
"1502","April Point Seaplane Base","Delayed",5
"1503","Aramac Airport","Delayed",5
"1504","Arenal Airport","Delayed",5
"1505","Arugam Bay SPB","Delayed",5
"1506","Arvaikheer Airport","Delayed",5
"1507","Arvidsjaur Airport","Delayed",5
"1508","Arxan Yi'ershi Airport","Delayed",5
"1509","Asahikawa Airport","Delayed",5
"1510","Atauro Airport","Delayed",5
"1511","Athen Helenikon Airport","Delayed",5
"1512","Ati Airport","Delayed",5
"1513","Atsinanana Airport","Delayed",5
"1514","Auburn University Regional Airport","Delayed",5
"1515","Austin Straubel International Airport","Delayed",5
"1516","Auvergne Airport","Delayed",5
"1517","Auxiliary Airfield","Delayed",5
"1518","Awang Airport","Delayed",5
"1519","Babanakira Airport","Delayed",5
"1520","Bacolod-Silay Airport","Delayed",5
"1521","Badajoz Airport","Delayed",5
"1522","Bagram Air Base","Delayed",5
"1523","Baibara Airport","Delayed",5
"1524","Baindoung Airport","Delayed",5
"1525","Baleela Airport","Delayed",5
"1526","Bamu Airport","Delayed",5
"1527","Banaina Airport","Delayed",5
"1528","Bandeirantes Airport","Delayed",5
"1529","Bangoka International Airport","Delayed",5
"1530","Banjul International Airport","Delayed",5
"1531","Banning Municipal Airport","Delayed",5
"1532","Baracoa Airport","Delayed",5
"1533","Barcelona International Airport","Delayed",5
"1534","Barcelos Airport","Delayed",5
"1535","Barkley Regional Airport","Delayed",5
"1536","Bartlett Cove Seaplane Base","Delayed",5
"1537","Batavia Downs Airport","Delayed",5
"1538","Batesville Regional Airport","Delayed",5
"1539","Batouri Airport","Delayed",5
"1540","Battle Mountain Airport","Delayed",5
"1541","Bawean Airport","Delayed",5
"1542","Bearskin Lake Airport","Delayed",5
"1543","Bedford Downs Airport","Delayed",5
"1544","Beijing Daxing International Airport","Delayed",5
"1545","Beira Lake Seaplane Base","Delayed",5
"1546","Bellingham International Airport","Delayed",5
"1547","Bellona/Anua Airport","Delayed",5
"1548","Beni Mellal Airport","Delayed",5
"1549","Benson Municipal Airport","Delayed",5
"1550","Berane Airport","Delayed",5
"1551","Berezovo Airport","Delayed",5
"1552","Berlin Brandenburg Airport (U.C.)","Delayed",5
"1553","Bermejo Airport","Delayed",5
"1554","Bern Belp Airport","Delayed",5
"1555","Beru Airport","Delayed",5
"1556","Bethel Airport","Delayed",5
"1557","Bettles Airport","Delayed",5
"1558","Bhadrapur Airport","Delayed",5
"1559","Bhurban Heliport","Delayed",5
"1560","Bicycle Lake Army Air Field","Delayed",5
"1561","Big Bell Airport","Delayed",5
"1562","Billings Logan International Airport","Delayed",5
"1563","Birmingham International Airport","Delayed",5
"1564","Blakely Island Airport","Delayed",5
"1565","Bloodvein River Airport","Delayed",5
"1566","Bluefields Airport","Delayed",5
"1567","Blumenau Airport","Delayed",5
"1568","Bo Airport","Delayed",5
"1569","Bodinumu Airport","Delayed",5
"1570","Bokondini Airport","Delayed",5
"1571","Bolovip Airstrip","Delayed",5
"1572","Bonnyville Airport","Delayed",5
"1573","Borba Airport","Delayed",5
"1574","Bordeaux-Mérignac Airport","Delayed",5
"1575","Borgarfjörður eystri Airport","Delayed",5
"1576","Boryspil International Airport","Delayed",5
"1577","Bouar Airport","Delayed",5
"1578","Boundiali Airport","Delayed",5
"1579","Bowerman Airport","Delayed",5
"1580","Bowling Green Warren County Regional Airport","Delayed",5
"1581","Braga Municipal Aerodrome","Delayed",5
"1582","Bremen Airport","Delayed",5
"1583","Bremerton National Airport","Delayed",5
"1584","Brest Airport","Delayed",5
"1585","Brigadeiro Lysias Rodrigues Airport","Delayed",5
"1586","Brigadier Antonio Parodi Airport","Delayed",5
"1587","Brigadier D.H.E. Ruiz Airport","Delayed",5
"1588","Brigham City Regional Airport","Delayed",5
"1589","Brisbane International Airport","Delayed",5
"1590","Bristol Filton Airport","Delayed",5
"1591","Broadus Airport","Delayed",5
"1592","Bruce Campbell Field","Delayed",5
"1593","Buckley Air Force Base","Delayed",5
"1594","Bujumbura International Airport","Delayed",5
"1595","Bultfontein Airport","Delayed",5
"1596","Burgas Airport","Delayed",5
"1597","Butaritari Atoll Airport","Delayed",5
"1598","Bălți International Airport","Delayed",5
"1599","CFB Cold Lake","Delayed",5
"1600","Caia Airport","Delayed",5
"1601","Cairns International Airport","Delayed",5
"1602","California Redwood Coast-Humboldt County Airport","Delayed",5
"1603","Cambridge Dorchester Airport","Delayed",5
"1604","Camiguin Airport","Delayed",5
"1605","Camiri Airport","Delayed",5
"1606","Camp Page Airport (A-306)","Delayed",5
"1607","Campbell AAF (Fort Campbell) Air Field","Delayed",5
"1608","Campbellpore Airport","Delayed",5
"1609","Canandaigua Airport","Delayed",5
"1610","Candle 2 Airport","Delayed",5
"1611","Cangyuan Washan Airport","Delayed",5
"1612","Canouan Airport","Delayed",5
"1613","Cape Air Seaplanes on Boston Harbor Seaplane Base","Delayed",5
"1614","Cape Flattery Airport","Delayed",5
"1615","Cape May County Airport","Delayed",5
"1616","Capitán Aníbal Arab Airport","Delayed",5
"1617","Captain Jack Thomas El Dorado Airport","Delayed",5
"1618","Captain João Busse Airport","Delayed",5
"1619","Caribou Municipal Airport","Delayed",5
"1620","Carlos Rovirosa Pérez International Airport","Delayed",5
"1621","Carlton Hill Airport","Delayed",5
"1622","Carmen De Patagones Airport","Delayed",5
"1623","Carpentaria Downs Airport","Delayed",5
"1624","Carutapera Airport","Delayed",5
"1625","Casiguran Airport","Delayed",5
"1626","Cassilândia Airport","Delayed",5
"1627","Castellón-Costa Azahar Airport","Delayed",5
"1628","Castres-Mazamet Airport","Delayed",5
"1629","Cat Bi International Airport","Delayed",5
"1630","Cavern City Air Terminal","Delayed",5
"1631","Cengiz Topel Airport","Delayed",5
"1632","Center Island Airport","Delayed",5
"1633","Central Airport","Delayed",5
"1634","Central Illinois Regional Airport at Bloomington-Normal","Delayed",5
"1635","Chacarita Airport","Delayed",5
"1636","Chan Gurney Municipal Airport","Delayed",5
"1637","Chanute Martin Johnson Airport","Delayed",5
"1638","Chaoyang Airport","Delayed",5
"1639","Charata Airport","Delayed",5
"1640","Charleston Air Force Base-International Airport","Delayed",5
"1641","Charlotte Douglas International Airport","Delayed",5
"1642","Chatham Seaplane Base","Delayed",5
"1643","Chaudhary Charan Singh International Airport","Delayed",5
"1644","Chautauqua County-Jamestown Airport","Delayed",5
"1645","Chañaral Airport","Delayed",5
"1646","Cheboksary Airport","Delayed",5
"1647","Chefornak Airport","Delayed",5
"1648","Chernivtsi International Airport","Delayed",5
"1649","Cherry Capital Airport","Delayed",5
"1650","Cheyenne Regional Jerry Olson Field","Delayed",5
"1651","Chicago Meigs Airport","Delayed",5
"1652","Chicago O'Hare International Airport","Delayed",5
"1653","Chignik Lake Airport","Delayed",5
"1654","Childress Municipal Airport","Delayed",5
"1655","Chinde Airport","Delayed",5
"1656","Chinguetti Airport","Delayed",5
"1657","Chipinge Airport","Delayed",5
"1658","Chişinău International Airport","Delayed",5
"1659","Chokurdakh Airport","Delayed",5
"1660","Chos Malal Airport","Delayed",5
"1661","Châlons-Vatry Airport","Delayed",5
"1662","Cibao International Airport","Delayed",5
"1663","Cicia Airport","Delayed",5
"1664","Cincinnati Municipal Airport Lunken Field","Delayed",5
"1665","Circle Hot Springs Airport","Delayed",5
"1666","City of Colorado Springs Municipal Airport","Delayed",5
"1667","Ciudad Acuña New International Airport","Delayed",5
"1668","Ciudad Mante National Airport","Delayed",5
"1669","Ciudad del Carmen International Airport","Delayed",5
"1670","Claremont Municipal Airport","Delayed",5
"1671","Co Ong Airport","Delayed",5
"1672","Coconut Island Airport","Delayed",5
"1673","Coeur D'Alene - Pappy Boyington Field","Delayed",5
"1674","Colac Airport","Delayed",5
"1675","Comandante Ariston Pessoa Airport","Delayed",5
"1676","Comandante Espora Airport","Delayed",5
"1677","Comandante Gustavo Kraemer Airport","Delayed",5
"1678","Compton Woodley Airport","Delayed",5
"1679","Cooperstown-Westville Airport","Delayed",5
"1680","Coorabie Airport","Delayed",5
"1681","Copenhagen Kastrup Airport","Delayed",5
"1682","Coposa Airport","Delayed",5
"1683","Coral Harbour Airport","Delayed",5
"1684","Corcoran Airport","Delayed",5
"1685","Cordova Municipal Airport","Delayed",5
"1686","Coronel Enrique Soto Cano Air Base","Delayed",5
"1687","Coronel FAP Alfredo Mendivil Duarte Airport","Delayed",5
"1688","Corozal Municipal Airport","Delayed",5
"1689","Costa Esmeralda Airport","Delayed",5
"1690","Cottbus-Drewitz Airport","Delayed",5
"1691","Coulter Field","Delayed",5
"1692","Cranbrook/Canadian Rockies International Airport","Delayed",5
"1693","Crane Island Airstrip","Delayed",5
"1694","Cruz Bay Seaplane Base","Delayed",5
"1695","Cuatro Vientos Airport","Delayed",5
"1696","Currais Novos Airport","Delayed",5
"1697","Curtis Field","Delayed",5
"1698","Dabra Airport","Delayed",5
"1699","Dadu Airport","Delayed",5
"1700","Dahlgren Naval Surface Warfare Center Airport","Delayed",5
"1701","Dalbandin Airport","Delayed",5
"1702","Daloa Airport","Delayed",5
"1703","Dambulu Oya Tank Seaplane Base","Delayed",5
"1704","Daniel Field","Delayed",5
"1705","Daniel Z. Romualdez Airport","Delayed",5
"1706","Davenport Downs Airport","Delayed",5
"1707","David Wayne Hooks Memorial Airport","Delayed",5
"1708","Debra Marcos Airport","Delayed",5
"1709","Del Caribe Santiago Mariño International Airport","Delayed",5
"1710","Delingha Airport","Delayed",5
"1711","Delma Airport","Delayed",5
"1712","Delta Downs Airport","Delayed",5
"1713","Diagoras Airport","Delayed",5
"1714","Dijon-Bourgogne Airport","Delayed",5
"1715","Dios Airport","Delayed",5
"1716","Dipolog Airport","Delayed",5
"1717","Dirranbandi Airport","Delayed",5
"1718","Djumu-Djomoe Airport","Delayed",5
"1719","Doany Airport","Delayed",5
"1720","Dodge City Regional Airport","Delayed",5
"1721","Dongola Airport","Delayed",5
"1722","Doongan Airport","Delayed",5
"1723","Doutor Heráclito da Motta Luiz Airport","Delayed",5
"1724","Dr Juan Plate Airport","Delayed",5
"1725","Drake Bay Airport","Delayed",5
"1726","Drumduff Airport","Delayed",5
"1727","Dubois Municipal Airport","Delayed",5
"1728","Dubrovnik Airport","Delayed",5
"1729","Dunk Island Airport","Delayed",5
"1730","Dushanbe Airport","Delayed",5
"1731","EL Real Airport","Delayed",5
"1732","Eagle River Union Airport","Delayed",5
"1733","Eareckson Air Station","Delayed",5
"1734","Ebadon Airport","Delayed",5
"1735","Edinburgh Airport","Delayed",5
"1736","Edson Airport","Delayed",5
"1737","Edward G. Pitka Sr Airport","Delayed",5
"1738","Eek Airport","Delayed",5
"1739","Efogi Airport","Delayed",5
"1740","Egal International Airport","Delayed",5
"1741","Eirunepé Airport","Delayed",5
"1742","Ekuk Airport","Delayed",5
"1743","El Alto International Airport","Delayed",5
"1744","El Arish International Airport","Delayed",5
"1745","El Bagre Airport","Delayed",5
"1746","El Obeid Airport","Delayed",5
"1747","El Reno Regional Airport","Delayed",5
"1748","El Tari Airport","Delayed",5
"1749","El Tehuelche Airport","Delayed",5
"1750","El Trompillo Airport","Delayed",5
"1751","Elelim Airport","Delayed",5
"1752","Elfin Cove Seaplane Base","Delayed",5
"1753","Elmira Corning Regional Airport","Delayed",5
"1754","Encanta Moça Airport","Delayed",5
"1755","Eneabba Airport","Delayed",5
"1756","Entrance Island Seaplane Base","Delayed",5
"1757","Erbil International Airport","Delayed",5
"1758","Escuela Mariscal Sucre Airport","Delayed",5
"1759","Eveleth Virginia Municipal Airport","Delayed",5
"1760","Evelio Javier Airport","Delayed",5
"1761","Fairchild Air Force Base","Delayed",5
"1762","Faisalabad International Airport","Delayed",5
"1763","Falcon Field","Delayed",5
"1764","Fangatau Airport","Delayed",5
"1765","Farmington Regional Airport","Delayed",5
"1766","Faya Largeau Airport","Delayed",5
"1767","Fazenda Bela Vista Airport","Delayed",5
"1768","Fazenda Piraguassu Airport","Delayed",5
"1769","Fazenda Três Barras Airport","Delayed",5
"1770","Federico Garcia Lorca Airport","Delayed",5
"1771","Fianarantsoa Airport","Delayed",5
"1772","Finschhafen Airport","Delayed",5
"1773","Five Mile Airport","Delayed",5
"1774","Flinders Island Airport","Delayed",5
"1775","Florence Municipal Airport","Delayed",5
"1776","Flotta Isle Airport","Delayed",5
"1777","Flugplatz Güttin / Rügen","Delayed",5
"1778","Flushing Airport","Delayed",5
"1779","Fontanges Airport","Delayed",5
"1780","Ford Airport","Delayed",5
"1781","Forlì Airport","Delayed",5
"1782","Formiga Airport","Delayed",5
"1783","Fort Dodge Regional Airport","Delayed",5
"1784","Fort Mackay / Horizon Airport","Delayed",5
"1785","Fort McMurray / Mildred Lake Airport","Delayed",5
"1786","Fort Severn Airport","Delayed",5
"1787","Fort Simpson Airport","Delayed",5
"1788","Fort Smith Airport","Delayed",5
"1789","Fort Sumner Municipal Airport","Delayed",5
"1790","Fort Wayne International Airport","Delayed",5
"1791","Foya Airport","Delayed",5
"1792","Francisco Carle Airport","Delayed",5
"1793","Frank Wiley Field","Delayed",5
"1794","Frankfurt-Egelsbach Airport","Delayed",5
"1795","Friedman Memorial Airport","Delayed",5
"1796","Fukushima Airport","Delayed",5
"1797","Fuma Airport","Delayed",5
"1798","Funafuti International Airport","Delayed",5
"1799","Fuvahmulah Airport","Delayed",5
"1800","Gagnoa Airport","Delayed",5
"1801","Gainesville Municipal Airport","Delayed",5
"1802","Galegu Airport","Delayed",5
"1803","Galion Municipal Airport","Delayed",5
"1804","Gallup Municipal Airport","Delayed",5
"1805","Garachiné Airport","Delayed",5
"1806","Garden County Airport","Delayed",5
"1807","Garfield County Regional Airport","Delayed",5
"1808","Gasuke Airport","Delayed",5
"1809","Gaylord Regional Airport","Delayed",5
"1810","General Edward Lawrence Logan International Airport","Delayed",5
"1811","General Enrique Mosconi Airport","Delayed",5
"1812","General Juan N Alvarez International Airport","Delayed",5
"1813","General Pedro Jose Mendez International Airport","Delayed",5
"1814","General Rafael Buelna International Airport","Delayed",5
"1815","General Roberto Fierro Villalobos International Airport","Delayed",5
"1816","General Villegas Airport","Delayed",5
"1817","Ghadames East Airport","Delayed",5
"1818","Ghazni Airport","Delayed",5
"1819","Ghinnir Airport","Delayed",5
"1820","Gilgit Airport","Delayed",5
"1821","Gisenyi Airport","Delayed",5
"1822","Gjögur Airport","Delayed",5
"1823","Gnarowein Airport","Delayed",5
"1824","Gode Airport","Delayed",5
"1825","Godofredo P. Ramos Airport","Delayed",5
"1826","Gods Lake Narrows Airport","Delayed",5
"1827","Gonaili Airport","Delayed",5
"1828","Gorgan Airport","Delayed",5
"1829","Gorge Harbour Seaplane Base","Delayed",5
"1830","Graeme Rowley Aerodrome","Delayed",5
"1831","Gral. Bernardo O´Higgins Airport","Delayed",5
"1832","Grand Bahama International Airport","Delayed",5
"1833","Grand Forks Airport","Delayed",5
"1834","Grand Rapids Itasca Co-Gordon Newstrom field","Delayed",5
"1835","Granite Mountain Air Station","Delayed",5
"1836","Grantsburg Municipal Airport","Delayed",5
"1837","Gratiot Community Airport","Delayed",5
"1838","Great Bear Lake Airport","Delayed",5
"1839","Great Bend Municipal Airport","Delayed",5
"1840","Greater Rochester International Airport","Delayed",5
"1841","Greater Southwest International Airport-Amon Carter Field","Delayed",5
"1842","Grenfell Airport","Delayed",5
"1843","Grenoble-Isère Airport","Delayed",5
"1844","Griswold Airport","Delayed",5
"1845","Guacamayas Airport","Delayed",5
"1846","Guadalupe Airport","Delayed",5
"1847","Guangzhou MR Air Base","Delayed",5
"1848","Guaratinguetá Airport","Delayed",5
"1849","Guiglo Airport","Delayed",5
"1850","Gunnison Crested Butte Regional Airport","Delayed",5
"1851","Gustaf III Airport","Delayed",5
"1852","Gwalior Airport","Delayed",5
"1853","Gwangju Airport","Delayed",5
"1854","Gütersloh Air Base","Delayed",5
"1855","Hakodate Airport","Delayed",5
"1856","Hale County Airport","Delayed",5
"1857","Halifax County Airport","Delayed",5
"1858","Halli Airport","Delayed",5
"1859","Hamid Karzai International Airport","Delayed",5
"1860","Hamilton Field","Delayed",5
"1861","Hampton Municipal Airport","Delayed",5
"1862","Hanksville Airport","Delayed",5
"1863","Hassi R'Mel Airport","Delayed",5
"1864","Hatzfeldhaven Airport","Delayed",5
"1865","Hayman Island Resort Seaplane Base","Delayed",5
"1866","Hays Regional Airport","Delayed",5
"1867","Hazleton Municipal Airport","Delayed",5
"1868","Hechi Jinchengjiang Airport","Delayed",5
"1869","Hector Silva Airstrip","Delayed",5
"1870","Helena Regional Airport","Delayed",5
"1871","Helenvale Airport","Delayed",5
"1872","Helgoland-Düne Airport","Delayed",5
"1873","Helsinki Vantaa Airport","Delayed",5
"1874","Henderson Executive Airport","Delayed",5
"1875","Hercílio Luz International Airport","Delayed",5
"1876","Hesler Noble Field","Delayed",5
"1877","High Level Airport","Delayed",5
"1878","Hillside Airport","Delayed",5
"1879","Hissar Airport","Delayed",5
"1880","Hiva Oa-Atuona Airport","Delayed",5
"1881","Hluhluwe Airport","Delayed",5
"1882","Holloman Air Force Base","Delayed",5
"1883","Honinabi Airport","Delayed",5
"1884","Houlton International Airport","Delayed",5
"1885","Huatugou Airport","Delayed",5
"1886","Hubli Airport","Delayed",5
"1887","Hudson Bay Airport","Delayed",5
"1888","Huizhou Airport","Delayed",5
"1889","Humbert River Airport","Delayed",5
"1890","Husein Sastranegara International Airport","Delayed",5
"1891","Hyvinkää Airfield","Delayed",5
"1892","Iaciara Airport","Delayed",5
"1893","Iaşi Airport","Delayed",5
"1894","Iboki Airport","Delayed",5
"1895","Icy Bay Airport","Delayed",5
"1896","Ie Jima Airport","Delayed",5
"1897","Iginniarfik","Delayed",5
"1898","Ihu Airport","Delayed",5
"1899","Imbaimadai Airport","Delayed",5
"1900","In Guezzam Airport","Delayed",5
"1901","In Salah Airport","Delayed",5
"1902","Inanwatan Airport","Delayed",5
"1903","Indagen Airport","Delayed",5
"1904","Inhaminga Airport","Delayed",5
"1905","Inisheer Aerodrome","Delayed",5
"1906","Innisfail Airport","Delayed",5
"1907","Innsbruck Airport","Delayed",5
"1908","Inverness Airport","Delayed",5
"1909","Ioannis Kapodistrias International Airport","Delayed",5
"1910","Iowa City Municipal Airport","Delayed",5
"1911","Iowa Falls Municipal Airport","Delayed",5
"1912","Iraan Municipal Airport","Delayed",5
"1913","Ireland West Knock Airport","Delayed",5
"1914","Itacoatiara Airport","Delayed",5
"1915","Itaperuna Airport","Delayed",5
"1916","Iwakuni Marine Corps Air Station","Delayed",5
"1917","Jacksonville Executive at Craig Airport","Delayed",5
"1918","Jacksonville Naval Air Station (Towers Field)","Delayed",5
"1919","Jacquinot Bay Airport","Delayed",5
"1920","Jaffrey Airport Silver Ranch Airport","Delayed",5
"1921","Jahrom Airport","Delayed",5
"1922","Jaluit Airport","Delayed",5
"1923","James M Cox Dayton International Airport","Delayed",5
"1924","Jask Airport","Delayed",5
"1925","Jefferson County International Airport","Delayed",5
"1926","Jerry Tyler Memorial Airport","Delayed",5
"1927","Ji-Paraná Airport","Delayed",5
"1928","Jilin Airport","Delayed",5
"1929","Jim Hamilton L.B. Owens Airport","Delayed",5
"1930","Jindabyne Airport","Delayed",5
"1931","Jiujiang Lushan Airport","Delayed",5
"1932","Jizan Regional Airport","Delayed",5
"1933","Johan Adolf Pengel International Airport","Delayed",5
"1934","Jorhat Airport","Delayed",5
