"","Airport.Name","Flight.Status","Count"
"1837","General Wayne A. Downing Peoria International Airport","Cancelled",5
"1838","Georgetown (Tas) Airport","Cancelled",5
"1839","German Olano Airport","Cancelled",5
"1840","Ghazni Airport","Cancelled",5
"1841","Ghinnir Airport","Cancelled",5
"1842","Gifu Airport","Cancelled",5
"1843","Gillespie Field","Cancelled",5
"1844","Gimhae International Airport","Cancelled",5
"1845","Gol Airport","Cancelled",5
"1846","Gomel Airport","Cancelled",5
"1847","Gonzalo Mejía Airport","Cancelled",5
"1848","Gora Airstrip","Cancelled",5
"1849","Gordon Downs Airport","Cancelled",5
"1850","Goulburn Airport","Cancelled",5
"1851","Grand Junction Regional Airport","Cancelled",5
"1852","Grants-Milan Municipal Airport","Cancelled",5
"1853","Grantsburg Municipal Airport","Cancelled",5
"1854","Gravatai Airport","Cancelled",5
"1855","Gray Army Air Field","Cancelled",5
"1856","Greater Southwest International Airport-Amon Carter Field","Cancelled",5
"1857","Greenbrier Airport","Cancelled",5
"1858","Greenlee County Airport","Cancelled",5
"1859","Greenville Airport","Cancelled",5
"1860","Greenville Spartanburg International Airport","Cancelled",5
"1861","Grissom Air Reserve Base","Cancelled",5
"1862","Guanacaste Airport","Cancelled",5
"1863","Guasdalito Airport","Cancelled",5
"1864","Guemar Airport","Cancelled",5
"1865","Guiglo Airport","Cancelled",5
"1866","Gurney Airport","Cancelled",5
"1867","Gustavo Vargas Airport","Cancelled",5
"1868","Gwangju Airport","Cancelled",5
"1869","Gyumri Shirak Airport","Cancelled",5
"1870","Gällivare Airport","Cancelled",5
"1871","Habi Airport","Cancelled",5
"1872","Haines Airport","Cancelled",5
"1873","Haivaro Airport","Cancelled",5
"1874","Haliwen Airport","Cancelled",5
"1875","Hamad International Airport","Cancelled",5
"1876","Hamburg-Finkenwerder Airport","Cancelled",5
"1877","Hampton Municipal Airport","Cancelled",5
"1878","Harrismith Airport","Cancelled",5
"1879","Harrison County Airport","Cancelled",5
"1880","Hastings Airport","Cancelled",5
"1881","Hattiesburg Laurel Regional Airport","Cancelled",5
"1882","Hawarden Airport","Cancelled",5
"1883","Hawke's Bay Airport","Cancelled",5
"1884","Hay River / Merlyn Carter Airport","Cancelled",5
"1885","Hearst René Fontaine Municipal Airport","Cancelled",5
"1886","Hector International Airport","Cancelled",5
"1887","Hector Silva Airstrip","Cancelled",5
"1888","Hemavan Airport","Cancelled",5
"1889","Henderson Executive Airport","Cancelled",5
"1890","Henry Post Army Air Field (Fort Sill)","Cancelled",5
"1891","Hesler Noble Field","Cancelled",5
"1892","Heydar Aliyev International Airport","Cancelled",5
"1893","Hinton/Jasper-Hinton Airport","Cancelled",5
"1894","Hissar Airport","Cancelled",5
"1895","Hobart International Airport","Cancelled",5
"1896","Hola Airport","Cancelled",5
"1897","Hong Kong International Airport","Cancelled",5
"1898","Hong Kong International Airport Kai Tak","Cancelled",5
"1899","Honiara International Airport","Cancelled",5
"1900","Hooker County Airport","Cancelled",5
"1901","Hope Airport","Cancelled",5
"1902","Hope Vale Airport","Cancelled",5
"1903","Hopetoun Airport","Cancelled",5
"1904","Horta Airport","Cancelled",5
"1905","Huacaraje Airport","Cancelled",5
"1906","Huesca/Pirineos Airport","Cancelled",5
"1907","Hultsfred Airport","Cancelled",5
"1908","Husum-Schwesing Airport","Cancelled",5
"1909","Hólmavík Airport","Cancelled",5
"1910","Iaşi Airport","Cancelled",5
"1911","Icy Bay Airport","Cancelled",5
"1912","Igarka Airport","Cancelled",5
"1913","Iginniarfik","Cancelled",5
"1914","Ignacio Agramonte International Airport","Cancelled",5
"1915","Ihosy Airport","Cancelled",5
"1916","Il Caravaggio International Airport","Cancelled",5
"1917","Ilford Airport","Cancelled",5
"1918","Illinois Valley Regional Airport-Walter A Duncan Field","Cancelled",5
"1919","Iloilo International Airport","Cancelled",5
"1920","In Guezzam Airport","Cancelled",5
"1921","Inagua Airport","Cancelled",5
"1922","Indira Gandhi International Airport","Cancelled",5
"1923","Ingeniero Ambrosio Taravella Airport","Cancelled",5
"1924","Inhaca Airport","Cancelled",5
"1925","Innisfail Airport","Cancelled",5
"1926","Innsbruck Airport","Cancelled",5
"1927","Inuvik Mike Zubko Airport","Cancelled",5
"1928","Invercargill Airport","Cancelled",5
"1929","Iokea Airport","Cancelled",5
"1930","Iowa Falls Municipal Airport","Cancelled",5
"1931","Iringa Airport","Cancelled",5
"1932","Islay Airport","Cancelled",5
"1933","Isle of Man Airport","Cancelled",5
"1934","Issyk-Kul International Airport","Cancelled",5
"1935","Istanbul Airport","Cancelled",5
"1936","Iwami Airport","Cancelled",5
"1937","Jabiru Airport","Cancelled",5
"1938","Jackson-Medgar Wiley Evers International Airport","Cancelled",5
"1939","Jacqueline Cochran Regional Airport","Cancelled",5
"1940","Jalalabad Airport","Cancelled",5
"1941","Jalaluddin Airport","Cancelled",5
"1942","Jaluit Airport","Cancelled",5
"1943","Jaqué Airport","Cancelled",5
"1944","Jenpeg Airport","Cancelled",5
"1945","Ji-Paraná Airport","Cancelled",5
"1946","Jim Kelly Field","Cancelled",5
"1947","Jinchuan Airport","Cancelled",5
"1948","Jinnah International Airport","Cancelled",5
"1949","Jiwani Airport","Cancelled",5
"1950","Jolo Airport","Cancelled",5
"1951","Jonesboro Municipal Airport","Cancelled",5
"1952","Jose De San Martin Airport","Cancelled",5
"1953","Jose Maria Velasco Ibarra Airport","Cancelled",5
"1954","José Martí International Airport","Cancelled",5
"1955","João Correa da Rocha Airport","Cancelled",5
"1956","João Paulo II Airport","Cancelled",5
"1957","Juan Casiano Airport","Cancelled",5
"1958","Juan Gualberto Gomez International Airport","Cancelled",5
"1959","Juana Azurduy De Padilla Airport","Cancelled",5
"1960","Juancho E. Yrausquin Airport","Cancelled",5
"1961","Juist Airport","Cancelled",5
"1962","Julius Nyerere International Airport","Cancelled",5
"1963","Juruena Airport","Cancelled",5
"1964","Kabwum","Cancelled",5
"1965","Kagi Airport","Cancelled",5
"1966","Kaieteur International Airport","Cancelled",5
"1967","Kaikohe Airport","Cancelled",5
"1968","Kaintiba Airport","Cancelled",5
"1969","Kalamata Airport","Cancelled",5
"1970","Kalat Airport","Cancelled",5
"1971","Kalgoorlie Boulder Airport","Cancelled",5
"1972","Kalymnos Airport","Cancelled",5
"1973","Kamalpur Airport","Cancelled",5
"1974","Kamarang Airport","Cancelled",5
"1975","Kambalda Airport","Cancelled",5
"1976","Kambuaya Airport","Cancelled",5
"1977","Kamileroi Airport","Cancelled",5
"1978","Kamloops Airport","Cancelled",5
"1979","Kanainj Airport","Cancelled",5
"1980","Kangiqsujuaq (Wakeham Bay) Airport","Cancelled",5
"1981","Kaohsiung International Airport","Cancelled",5
"1982","Karamay Airport","Cancelled",5
"1983","Karlsruhe Baden-Baden Airport","Cancelled",5
"1984","Karratha Airport","Cancelled",5
"1985","Kashechewan Airport","Cancelled",5
"1986","Katiola Airport","Cancelled",5
"1987","Kautokeino Air Base","Cancelled",5
"1988","Kavanayen Airport","Cancelled",5
"1989","Kayenta Airport","Cancelled",5
"1990","Kelani-Peliyagoda Seaplane Base","Cancelled",5
"1991","Kelila Airport","Cancelled",5
"1992","Keningau Airport","Cancelled",5
"1993","Kerch Airport","Cancelled",5
"1994","Key Field","Cancelled",5
"1995","Kharkiv International Airport","Cancelled",5
"1996","Kibuli Airstrip","Cancelled",5
"1997","Kigali International Airport","Cancelled",5
"1998","Kikinonda Airport","Cancelled",5
"1999","Kilwa Airport","Cancelled",5
"2000","Kimbe Airport","Cancelled",5
"2001","Kindersley Airport","Cancelled",5
"2002","King Khaled International Airport","Cancelled",5
"2003","King Salman Abdulaziz Airport","Cancelled",5
"2004","Kingston Norman Rogers Airport","Cancelled",5
"2005","Kirkland Lake Airport","Cancelled",5
"2006","Kirksville Regional Airport","Cancelled",5
"2007","Kisimayu Airport","Cancelled",5
"2008","Kitakyūshū Airport","Cancelled",5
"2009","Kitee Airport","Cancelled",5
"2010","Kitoi Bay Seaplane Base","Cancelled",5
"2011","Kitsissuarsuit Heliport","Cancelled",5
"2012","Kittilä Airport","Cancelled",5
"2013","Klawock Airport","Cancelled",5
"2014","Kleinsee Airport","Cancelled",5
"2015","Kneeland Airport","Cancelled",5
"2016","Kokonau Airport","Cancelled",5
"2017","Kolhapur Airport","Cancelled",5
"2018","Kololo Airstrip","Cancelled",5
"2019","Komako Airport","Cancelled",5
"2020","Koolatah Airport","Cancelled",5
"2021","Koolburra Airport","Cancelled",5
"2022","Kornasoren Airfield","Cancelled",5
"2023","Kosti Airport","Cancelled",5
"2024","Koulamoutou Mabimbi Airport","Cancelled",5
"2025","Krabi Airport","Cancelled",5
"2026","Krasnodar Pashkovsky International Airport","Cancelled",5
"2027","Kristiansand Airport","Cancelled",5
"2028","Kukudu Airport","Cancelled",5
"2029","Kumamoto Airport","Cancelled",5
"2030","Kursk East Airport","Cancelled",5
"2031","Kuusamo Airport","Cancelled",5
"2032","Kuwait International Airport","Cancelled",5
"2033","Kwethluk Airport","Cancelled",5
"2034","La Guardia Airport","Cancelled",5
"2035","La Roche-sur-Yon Airport","Cancelled",5
"2036","La Sarre Airport","Cancelled",5
"2037","La Tontouta International Airport","Cancelled",5
"2038","Laconia Municipal Airport","Cancelled",5
"2039","Lai Airport","Cancelled",5
"2040","Lake Baringo Airport","Cancelled",5
"2041","Lake Evella Airport","Cancelled",5
"2042","Lake Rudolf Airport","Cancelled",5
"2043","Lambarene Airport","Cancelled",5
"2044","Lancaster Airport","Cancelled",5
"2045","Lansdowne Airport","Cancelled",5
"2046","Las Malvinas/Echarate Airport","Cancelled",5
"2047","Las Vegas Municipal Airport","Cancelled",5
"2048","Latina Air Base","Cancelled",5
"2049","Lavan Island Airport","Cancelled",5
"2050","Lawrenceville Vincennes International Airport","Cancelled",5
"2051","Lawson Army Air Field (Fort Benning)","Cancelled",5
"2052","Lawton Fort Sill Regional Airport","Cancelled",5
"2053","Le Havre Octeville Airport","Cancelled",5
"2054","Leaf Rapids Airport","Cancelled",5
"2055","Lebakeng Airport","Cancelled",5
"2056","Lefkoniko Airport","Cancelled",5
"2057","Leirin Airport","Cancelled",5
"2058","Leite Lopes Airport","Cancelled",5
"2059","Lekana Airport","Cancelled",5
"2060","Leonard M Thompson International Airport","Cancelled",5
"2061","Leribe Airport","Cancelled",5
"2062","Lerwick / Tingwall Airport","Cancelled",5
"2063","Lethbridge County Airport","Cancelled",5
"2064","Levuka Airfield","Cancelled",5
"2065","Lewoleba Airport","Cancelled",5
"2066","Liberal Mid-America Regional Airport","Cancelled",5
"2067","Lien Khuong Airport","Cancelled",5
"2068","Lightning Ridge Airport","Cancelled",5
"2069","Lilongwe International Airport","Cancelled",5
"2070","Limeira Airport","Cancelled",5
"2071","Limon International Airport","Cancelled",5
"2072","Limon Municipal Airport","Cancelled",5
"2073","Little Grand Rapids Airport","Cancelled",5
"2074","Ljubljana Jože Pučnik Airport","Cancelled",5
"2075","Lleida-Alguaire Airport","Cancelled",5
"2076","Lock Airport","Cancelled",5
"2077","Loei Airport","Cancelled",5
"2078","London Biggin Hill Airport","Cancelled",5
"2079","London Gatwick Airport","Cancelled",5
"2080","Long Beach /Daugherty Field/ Airport","Cancelled",5
"2081","Los Alamos Airport","Cancelled",5
"2082","Los Angeles International Airport","Cancelled",5
"2083","Los Roques Airport","Cancelled",5
"2084","Louisa County Airport/Freeman Field","Cancelled",5
"2085","Lovell Field","Cancelled",5
"2086","Lošinj Island Airport","Cancelled",5
"2087","Lubang Airport","Cancelled",5
"2088","Lucapa Airport","Cancelled",5
"2089","Lucca-Tassignano Airport","Cancelled",5
"2090","Luhansk International Airport","Cancelled",5
"2091","Lungi International Airport","Cancelled",5
"2092","Luzamba Airport","Cancelled",5
"2093","Lycksele Airport","Cancelled",5
"2094","Lázaro Cárdenas Airport","Cancelled",5
"2095","Maastricht Aachen Airport","Cancelled",5
"2096","Madras Municipal Airport","Cancelled",5
"2097","Maestro Wilson Fonseca Airport","Cancelled",5
"2098","Magan Airport","Cancelled",5
"2099","Maharana Pratap Airport","Cancelled",5
"2100","Mahshahr Airport","Cancelled",5
"2101","Majors Airport","Cancelled",5
"2102","Malaimbandy Airport","Cancelled",5
"2103","Malden Regional Airport","Cancelled",5
"2104","Mallam Aminu International Airport","Cancelled",5
"2105","Malolo Lailai Island Airport","Cancelled",5
"2106","Malpensa International Airport","Cancelled",5
"2107","Mampikony Airport","Cancelled",5
"2108","Manakara Airport","Cancelled",5
"2109","Manari Airport","Cancelled",5
"2110","Mandera Airport","Cancelled",5
"2111","Mandritsara Airport","Cancelled",5
"2112","Mangaia Island Airport","Cancelled",5
"2113","Mangochi Airport","Cancelled",5
"2114","Mangunjaya Airport","Cancelled",5
"2115","Manihi Airport","Cancelled",5
"2116","Manihiki Island Airport","Cancelled",5
"2117","Manja Airport","Cancelled",5
"2118","Mapoda Airport","Cancelled",5
"2119","Marcelo Pires Halzhausen Airport","Cancelled",5
"2120","Marechal Cunha Machado International Airport","Cancelled",5
"2121","Margaret Ekpo International Airport","Cancelled",5
"2122","Marigot Seaplane Base","Cancelled",5
"2123","Mariscal Sucre International Airport","Cancelled",5
"2124","Mariánské Lázně Airport","Cancelled",5
"2125","Markovo Airport","Cancelled",5
"2126","Maron Island Airport","Cancelled",5
"2127","Marshall Army Air Field","Cancelled",5
"2128","Martubah Airport","Cancelled",5
"2129","Mason County Airport","Cancelled",5
"2130","Massawa International Airport","Cancelled",5
"2131","Masvingo International Airport","Cancelled",5
"2132","Matagorda Island Air Force Base","Cancelled",5
"2133","Mataveri Airport","Cancelled",5
"2134","Maturín Airport","Cancelled",5
"2135","Maubeuge-Élesmes Airport","Cancelled",5
"2136","Maupiti Airport","Cancelled",5
"2137","Mawella Lagoon Seaplane Base","Cancelled",5
"2138","Mbuji Mayi Airport","Cancelled",5
"2139","Mc Allen Miller International Airport","Cancelled",5
"2140","Mc Guire Air Force Base","Cancelled",5
"2141","McKinley National Park Airport","Cancelled",5
"2142","Meadow Lake Airport","Cancelled",5
"2143","Medicine Hat Airport","Cancelled",5
"2144","Megève Airport","Cancelled",5
"2145","Mekoryuk Airport","Cancelled",5
"2146","Melinda Airport","Cancelled",5
"2147","Memmingen Allgau Airport","Cancelled",5
"2148","Memorial Field","Cancelled",5
"2149","Mesa Del Rey Airport","Cancelled",5
"2150","Mfuwe Airport","Cancelled",5
"2151","Michigan City Municipal Airport","Cancelled",5
"2152","Mifflin County Airport","Cancelled",5
"2153","Miho Yonago Airport","Cancelled",5
"2154","Mildura Airport","Cancelled",5
"2155","Mili Island Airport","Cancelled",5
"2156","Minchumina Airport","Cancelled",5
"2157","Minhas Air Base","Cancelled",5
"2158","Ministro Victor Konder International Airport","Cancelled",5
"2159","Minna Airport","Cancelled",5
"2160","Minneapolis-St Paul International/Wold-Chamberlain Airport","Cancelled",5
"2161","Miraflores Airport","Cancelled",5
"2162","Mirny Airport","Cancelled",5
"2163","Mission Field","Cancelled",5
"2164","Missoula International Airport","Cancelled",5
"2165","Miyakejima Airport","Cancelled",5
"2166","Miyako Airport","Cancelled",5
"2167","Mo i Rana Airport, Røssvoll","Cancelled",5
"2168","Moabi Airport","Cancelled",5
"2169","Moala Airport","Cancelled",5
"2170","Moanamani Airport","Cancelled",5
"2171","Mobile Downtown Airport","Cancelled",5
"2172","Mococa Airport","Cancelled",5
"2173","Moises Benzaquen Rengifo Airport","Cancelled",5
"2174","Mokhotlong Airport","Cancelled",5
"2175","Moki Airport","Cancelled",5
"2176","Mong Hsat Airport","Cancelled",5
"2177","Monkey Bay Airport","Cancelled",5
"2178","Monticello Airport","Cancelled",5
"2179","Monto Airport","Cancelled",5
"2180","Montrose Regional Airport","Cancelled",5
"2181","Moomba Airport","Cancelled",5
"2182","Moose Jaw Air Vice Marshal C. M. McEwen Airport","Cancelled",5
"2183","Mopah Airport","Cancelled",5
"2184","Morawa Airport","Cancelled",5
"2185","Morlaix-Ploujean Airport","Cancelled",5
"2186","Morristown Municipal Airport","Cancelled",5
"2187","Moshi Airport","Cancelled",5
"2188","Moshoeshoe I International Airport","Cancelled",5
"2189","Mossel Bay Airport","Cancelled",5
"2190","Mostyn Airport","Cancelled",5
"2191","Moucha Airport","Cancelled",5
"2192","Mount Aue Airport","Cancelled",5
"2193","Mount Keith Airport","Cancelled",5
"2194","Mount Pleasant Municipal Airport","Cancelled",5
"2195","Mountain Village Airport","Cancelled",5
"2196","Mouyondzi Airport","Cancelled",5
"2197","Moyale Airport","Cancelled",5
"2198","Mukah Airport","Cancelled",5
"2199","Mulan Airport","Cancelled",5
"2200","Mulga Park Airport","Cancelled",5
"2201","Munda Airport","Cancelled",5
"2202","Munich Airport","Cancelled",5
"2203","Muskoka Airport","Cancelled",5
"2204","Mustique Airport","Cancelled",5
"2205","Muting Airport","Cancelled",5
"2206","Muzaffarabad Airport","Cancelled",5
"2207","Mvuu Camp Airport","Cancelled",5
"2208","Mysore Airport","Cancelled",5
"2209","Mário Pereira Lopes–São Carlos Airport","Cancelled",5
"2210","Méndez Airport","Cancelled",5
"2211","Nadi International Airport","Cancelled",5
"2212","Nadym Airport","Cancelled",5
"2213","Namudi Airport","Cancelled",5
"2214","Nanaimo Harbour Water Airport","Cancelled",5
"2215","Nankina Airport","Cancelled",5
"2216","Nantong Airport","Cancelled",5
"2217","Nanyang Jiangying Airport","Cancelled",5
"2218","Napakiak Airport","Cancelled",5
"2219","Narrabri Airport","Cancelled",5
"2220","Natashquan Airport","Cancelled",5
"2221","Natitingou Airport","Cancelled",5
"2222","Natuashish Airport","Cancelled",5
"2223","Naxos Airport","Cancelled",5
"2224","Nelson Ribeiro Guimarães Airport","Cancelled",5
"2225","Nephi Municipal Airport","Cancelled",5
"2226","Netaji Subhash Chandra Bose International Airport","Cancelled",5
"2227","New Stuyahok Airport","Cancelled",5
"2228","Newcastle Airport","Cancelled",5
"2229","Neyveli Airport","Cancelled",5
"2230","Ngoma Airport","Cancelled",5
"2231","Ngot Nzoungou Airport","Cancelled",5
"2232","Ngukurr Airport","Cancelled",5
"2233","Niagara District Airport","Cancelled",5
"2234","Nicaro Airport","Cancelled",5
"2235","Nimba Airport","Cancelled",5
"2236","Niue International Airport","Cancelled",5
"2237","Nizhny Novgorod Strigino International Airport","Cancelled",5
"2238","Noatak Airport","Cancelled",5
"2239","North Bay Jack Garland Airport","Cancelled",5
"2240","North Central West Virginia Airport","Cancelled",5
"2241","North Ronaldsay Airport","Cancelled",5
"2242","North West Santo Airport","Cancelled",5
"2243","Northeast Alabama Regional Airport","Cancelled",5
"2244","Norðfjörður Airport","Cancelled",5
"2245","Noto Hadinegoro, Jember Airport","Cancelled",5
"2246","Nouna Airport","Cancelled",5
"2247","Nova Prata Airport","Cancelled",5
"2248","Novo Hamburgo Airport","Cancelled",5
"2249","Nuguria Airstrip","Cancelled",5
"2250","Nullabor Motel Airport","Cancelled",5
"2251","Nunukan Airport","Cancelled",5
"2252","Nyingchi Airport","Cancelled",5
"2253","Néma Airport","Cancelled",5
"2254","Nîmes-Arles-Camargue Airport","Cancelled",5
"2255","Oakey Airport","Cancelled",5
"2256","Obando Airport","Cancelled",5
"2257","Ogoki Post Airport","Cancelled",5
"2258","Ohio University Snyder Field","Cancelled",5
"2259","Oiapoque Airport","Cancelled",5
"2260","Okaba Airport","Cancelled",5
"2261","Okoyo Airport","Cancelled",5
"2262","Oksibil Airport","Cancelled",5
"2263","Oksywie Military Air Base","Cancelled",5
"2264","Okushiri Airport","Cancelled",5
"2265","Olga Bay Seaplane Base","Cancelled",5
"2266","Olympic Dam Airport","Cancelled",5
"2267","Olyokminsk Airport","Cancelled",5
"2268","Omkalai Airport","Cancelled",5
"2269","Opinaca Aerodrome","Cancelled",5
"2270","Orangeburg Municipal Airport","Cancelled",5
"2271","Orapa Airport","Cancelled",5
"2272","Orbost Airport","Cancelled",5
"2273","Orenburg Central Airport","Cancelled",5
"2274","Oria Airport","Cancelled",5
"2275","Orocue Airport","Cancelled",5
"2276","Oroville Municipal Airport","Cancelled",5
"2277","Orsk Airport","Cancelled",5
"2278","Ouanda Djallé Airport","Cancelled",5
"2279","Oued Irara Airport","Cancelled",5
"2280","Ouesso Airport","Cancelled",5
"2281","Ouro Sogui Airport","Cancelled",5
"2282","Owen Sound / Billy Bishop Regional Airport","Cancelled",5
"2283","Owensboro Daviess County Airport","Cancelled",5
"2284","Oyem Airport","Cancelled",5
"2285","P C Pelser Airport","Cancelled",5
"2286","Pacific City State Airport","Cancelled",5
"2287","Pakse International Airport","Cancelled",5
"2288","Palenque International Airport","Cancelled",5
"2289","Palmas del Mar Airstrip","Cancelled",5
"2290","Palmdale Regional/USAF Plant 42 Airport","Cancelled",5
"2291","Paraguaçu Airport","Cancelled",5
"2292","Parasi Airport","Cancelled",5
"2293","Paris-Le Bourget Airport","Cancelled",5
"2294","Park Falls Municipal Airport","Cancelled",5
"2295","Parker County Airport","Cancelled",5
"2296","Parndana Airport","Cancelled",5
"2297","Pensacola Regional Airport","Cancelled",5
"2298","Perales Airport","Cancelled",5
"2299","Perpignan-Rivesaltes (Llabanère) Airport","Cancelled",5
"2300","Perry-Foley Airport","Cancelled",5
"2301","Perth Jandakot Airport","Cancelled",5
"2302","Perth/Scone Airport","Cancelled",5
"2303","Phitsanulok Airport","Cancelled",5
"2304","Phnom Penh International Airport","Cancelled",5
"2305","Phrae Airport","Cancelled",5
"2306","Phuket International Airport","Cancelled",5
"2307","Pine Ridge Airport","Cancelled",5
"2308","Pinehouse Lake Airport","Cancelled",5
"2309","Pinto Martins International Airport","Cancelled",5
"2310","Pirapora Airport","Cancelled",5
"2311","Pitalito Airport","Cancelled",5
"2312","Pittsfield Municipal Airport","Cancelled",5
"2313","Pitu Airport","Cancelled",5
"2314","Platinum Airport","Cancelled",5
"2315","Playa Baracoa Airport","Cancelled",5
"2316","Point Hope Airport","Cancelled",5
"2317","Polacca Airport","Cancelled",5
"2318","Polk Army Air Field","Cancelled",5
"2319","Pondicherry Airport","Cancelled",5
"2320","Port Bailey Seaplane Base","Cancelled",5
"2321","Port Bergé Airport","Cancelled",5
"2322","Port Gentil Airport","Cancelled",5
"2323","Port Heiden Airport","Cancelled",5
"2324","Port Keats Airport","Cancelled",5
"2325","Port Said Airport","Cancelled",5
"2326","Porter County Municipal Airport","Cancelled",5
"2327","Porto Seguro Airport","Cancelled",5
"2328","Poum Airport","Cancelled",5
"2329","Powell Municipal Airport","Cancelled",5
"2330","Poços de Caldas - Embaixador Walther Moreira Salles Airport","Cancelled",5
"2331","Prefeito Renato Moreira Airport","Cancelled",5
"2332","Presidente João Batista Figueiredo Airport","Cancelled",5
"2333","Presidente João Suassuna Airport","Cancelled",5
"2334","Prieska Airport","Cancelled",5
"2335","Prince Rupert/Seal Cove Seaplane Base","Cancelled",5
"2336","Princeville Airport","Cancelled",5
"2337","Propriano Airport","Cancelled",5
"2338","Puerto Deseado Airport","Cancelled",5
"2339","Puerto Leda Airport","Cancelled",5
"2340","Pula Airport","Cancelled",5
"2341","Pulau Panjang Airport","Cancelled",5
"2342","Pullman Moscow Regional Airport","Cancelled",5
"2343","Pupelde Airport","Cancelled",5
"2344","Přerov Air Base","Cancelled",5
"2345","Qayyarah West Airport","Cancelled",5
"2346","Quad City International Airport","Cancelled",5
"2347","Quartz Creek Airport","Cancelled",5
"2348","Quebec Jean Lesage International Airport","Cancelled",5
"2349","Queenstown Airport","Cancelled",5
"2350","Quetta International Airport","Cancelled",5
"2351","Quezaltenango Airport","Cancelled",5
"2352","Quinhagak Airport","Cancelled",5
"2353","Quirindi Airport","Cancelled",5
"2354","RAAF Base Richmond","Cancelled",5
"2355","RAF Cottesmore","Cancelled",5
"2356","RAF Honington","Cancelled",5
"2357","RAF Lakenheath","Cancelled",5
"2358","RAF Marham","Cancelled",5
"2359","RAF Odiham","Cancelled",5
"2360","RAF Scampton","Cancelled",5
"2361","Rae Lakes Airport","Cancelled",5
"2362","Rafael Cabrera Airport","Cancelled",5
"2363","Rafaï Airport","Cancelled",5
"2364","Raiatea Airport","Cancelled",5
"2365","Raipur Airport","Cancelled",5
"2366","Rajiv Gandhi International Airport","Cancelled",5
"2367","Rajouri Airport","Cancelled",5
"2368","Rakanda Airport","Cancelled",5
"2369","Ralph Wenz Field","Cancelled",5
"2370","Ramon Airport","Cancelled",5
"2371","Rampart Airport","Cancelled",5
"2372","Ranau Airport","Cancelled",5
"2373","Ranger Municipal Airport","Cancelled",5
"2374","Rarotonga International Airport","Cancelled",5
"2375","Rennell/Tingoa Airport","Cancelled",5
"2376","Reyes Murillo Airport","Cancelled",5
"2377","Rickenbacker International Airport","Cancelled",5
"2378","Rio Amazonas Airport","Cancelled",5
"2379","Rio Claro Airport","Cancelled",5
"2380","Rio Galeão – Tom Jobim International Airport","Cancelled",5
"2381","Rio Mayo Airport","Cancelled",5
"2382","Rivers Inlet Seaplane Base","Cancelled",5
"2383","Rizhao Shanzihe Airport","Cancelled",5
"2384","Roanoke–Blacksburg Regional Airport","Cancelled",5
"2385","Robertson Airport","Cancelled",5
"2386","Robinson River Airport","Cancelled",5
"2387","Robinvale Airport","Cancelled",5
"2388","Rocha Airport","Cancelled",5
"2389","Rochefort-Saint-Agnant (BA 721) Airport","Cancelled",5
"2390","Rock Hill - York County Airport","Cancelled",5
"2391","Rockhampton Downs Airport","Cancelled",5
"2392","Rockwood Municipal Airport","Cancelled",5
"2393","Rocky Mountain Metropolitan Airport","Cancelled",5
"2394","Rokeby Airport","Cancelled",5
"2395","Roland Garros Airport","Cancelled",5
"2396","Rosecrans Memorial Airport","Cancelled",5
"2397","Roti Airport","Cancelled",5
"2398","Rotorua Regional Airport","Cancelled",5
"2399","Roxas Airport","Cancelled",5
"2400","Ruby Airport","Cancelled",5
"2401","Ruhengeri Airport","Cancelled",5
"2402","Ruti Airport","Cancelled",5
"2403","Saarbrücken Airport","Cancelled",5
"2404","Sabah Airport","Cancelled",5
"2405","Sabiha Gökçen International Airport","Cancelled",5
"2406","Sable Island Landing Strip","Cancelled",5
"2407","Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport","Cancelled",5
"2408","Sacramento Airport","Cancelled",5
"2409","Sadah Airport","Cancelled",5
"2410","Sahand Airport","Cancelled",5
"2411","Saidpur Airport","Cancelled",5
"2412","Saipan International Airport","Cancelled",5
"2413","Salamanca Airport","Cancelled",5
"2414","Salerno Costa d'Amalfi Airport","Cancelled",5
"2415","Salt Lake City International Airport","Cancelled",5
"2416","Samaná El Catey International Airport","Cancelled",5
"2417","San Blas Airport","Cancelled",5
"2418","San Domino Island Heliport","Cancelled",5
"2419","San Fernando De Apure Airport","Cancelled",5
"2420","San Francisco International Airport","Cancelled",5
"2421","San Tomé Airport","Cancelled",5
"2422","Sandnessjøen Airport (Stokka)","Cancelled",5
"2423","Sandy Lake Airport","Cancelled",5
"2424","Sanford Seacoast Regional Airport","Cancelled",5
"2425","Sanggata/Sangkimah Airport","Cancelled",5
"2426","Saniat R'mel Airport","Cancelled",5
"2427","Santa Cruz Airport","Cancelled",5
"2428","Santa Cruz Island Airport","Cancelled",5
"2429","Santa Paula Airport","Cancelled",5
"2430","Santa Rosa De Yacuma Airport","Cancelled",5
"2431","Santiago Perez Airport","Cancelled",5
"2432","Santiago de Compostela Airport","Cancelled",5
"2433","Saposoa Airport","Cancelled",5
"2434","Sarajevo International Airport","Cancelled",5
"2435","Sarakhs Airport","Cancelled",5
"2436","Saravane Airport","Cancelled",5
"2437","Sarh Airport","Cancelled",5
"2438","Saskatoon John G. Diefenbaker International Airport","Cancelled",5
"2439","Satu Mare Airport","Cancelled",5
"2440","Savoonga Airport","Cancelled",5
"2441","Sawan Airport","Cancelled",5
"2442","Sawyer County Airport","Cancelled",5
